timestamp,front-end_carts,orders_carts,front-end_catalogue,istio-ingressgateway_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,unknown_user,carts_carts-db,unknown_carts-db,catalogue_catalogue-db,unknown_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,unknown_user-db,user_user-db
2021-07-29 13:31:26,63.15789473684211,15.874277456647397,27.607979502196194,770.5873671782763,1267.578125,0.4489795918367347,2.959406713505074,21.408647140864716,7.020222045995242,,265.3885333333333,0.0,474.05573333333336,0.0,5.385266666666666,42.254884961653886,0.0,0.0,588.7743333333334
2021-07-29 13:31:31,109.20405387325519,22.690361214966764,27.607979502196194,770.5873671782763,1267.578125,0.4489795918367347,2.833333333333333,21.408647140864716,7.020222045995242,,265.5941,0.0,474.05573333333336,0.0,5.6779,42.254884961653886,0.0,0.0,588.7743333333334
2021-07-29 13:31:36,109.20405387325519,22.690361214966764,25.20413064361191,770.5873671782763,879.3800539083558,0.4800955414012739,2.833333333333333,19.998880429914912,8.113084922010398,,265.6626222222222,0.0,474.05573333333336,0.0,5.775444444444445,42.254884961653886,0.0,0.0,593.0307777777779
2021-07-29 13:31:41,109.20405387325519,22.690361214966764,25.20413064361191,383.99041022908904,879.3800539083558,0.4800955414012739,2.833333333333333,19.998880429914912,8.113084922010398,,265.69688333333335,0.0,431.6233166666667,0.0,5.824216666666667,46.099497054573746,0.0,0.0,595.159
2021-07-29 13:31:46,22.166442239685082,8.771087496581016,25.20413064361191,383.99041022908904,879.3800539083558,0.4800955414012739,3.082429501084599,19.998880429914912,8.113084922010398,,253.39369333333335,0.0,406.16386666666665,0.0,5.689226666666667,48.40626431032566,0.0,0.0,596.4359333333333
2021-07-29 13:31:51,22.166442239685082,8.771087496581016,14.078685258964143,383.99041022908904,6597.906403940886,0.48833333333333334,3.082429501084599,13.141316685584563,6.907407407407407,,245.19156666666666,0.0,389.1909,0.0,5.599233333333333,49.944109147493606,0.0,0.0,580.9119222222222
2021-07-29 13:31:56,22.166442239685082,8.771087496581016,14.078685258964143,229.92085340674464,6597.906403940886,0.48833333333333334,3.082429501084599,13.141316685584563,6.907407407407407,,239.33290476190476,0.0,392.86130476190476,0.0,5.534952380952381,56.33723641213738,7.61904761904762e-05,0.0,569.8233428571428
2021-07-29 13:32:01,31.451612903225804,9.17098445595855,14.078685258964143,229.92085340674464,6597.906403940886,0.48833333333333334,2.899305555555556,13.141316685584563,6.907407407407407,,236.07135833333334,0.0,395.6141083333333,0.0,5.3899,61.132081860620204,0.00013333333333333334,0.0,561.5069083333333
2021-07-29 13:32:06,31.451612903225804,9.17098445595855,19.41711851278079,229.92085340674464,3981.5914489311162,0.4344888366627497,2.899305555555556,16.37980085348506,4.856577210734711,,233.5346,0.0,397.7551777777778,0.0,5.277081481481482,64.86140609832907,0.00017777777777777779,0.0,553.3910666666666
2021-07-29 13:32:11,31.451612903225804,9.17098445595855,19.41711851278079,454.0373244641538,3981.5914489311162,0.4344888366627497,2.899305555555556,16.37980085348506,4.856577210734711,,231.50519333333332,0.0,399.4658,0.0,5.186826666666667,64.80891882182951,0.00016,0.0,546.8983933333333
2021-07-29 13:32:16,49.39829192546584,14.967532467532468,19.41711851278079,454.0373244641538,3981.5914489311162,0.4344888366627497,2.8385093167701863,16.37980085348506,4.856577210734711,,233.36857575757577,0.0,400.8654,0.0,5.202321212121213,64.76597468651167,0.00014545454545454546,0.0,541.5862060606061
2021-07-29 13:32:21,49.39829192546584,14.967532467532468,19.477370689655174,454.0373244641538,2814.914992272025,0.4224137931034483,2.8385093167701863,15.912547528517107,5.536723163841808,,234.92139444444445,0.0,402.0317333333333,0.0,5.215233333333334,64.73018790708014,0.00013333333333333334,0.0,541.6439333333333
2021-07-29 13:32:26,49.39829192546584,14.967532467532468,19.477370689655174,353.2163742690059,2814.914992272025,0.4224137931034483,2.8385093167701863,15.912547528517107,5.536723163841808,,233.80588333333333,0.0,399.2492555555555,0.0,5.2129,61.20894749360898,0.00013333333333333334,0.0,537.7693166666667
2021-07-29 13:32:31,67.07474226804123,22.64134275618374,19.477370689655174,353.2163742690059,2814.914992272025,0.4224137931034483,2.911187019641332,15.912547528517107,5.536723163841808,,232.24606666666668,0.0,396.46677777777774,0.0,5.173566666666667,57.68770708013782,0.00013333333333333334,0.0,533.8947
2021-07-29 13:32:36,67.07474226804123,22.64134275618374,19.525896414342633,353.2163742690059,3804.804104477612,1.0803571428571428,2.911187019641332,16.97705207413945,6.738962044926413,,230.68624999999997,0.0,393.68430000000006,0.0,5.134233333333333,54.16646666666666,0.00013333333333333334,0.0,542.1268111111111
2021-07-29 13:32:41,67.07474226804123,22.64134275618374,19.525896414342633,384.79112271540464,3804.804104477612,1.0803571428571428,2.911187019641332,16.97705207413945,6.738962044926413,,229.12643333333335,0.0,402.92559444444447,0.0,5.0949,49.36368888888888,0.00013333333333333334,0.0,550.3589222222223
2021-07-29 13:32:46,56.28238341968915,13.325892857142858,19.525896414342633,384.79112271540464,3804.804104477612,1.0803571428571428,3.0859188544152745,16.97705207413945,6.738962044926413,,230.94224999999997,0.0,412.1668888888889,0.0,5.144533333333333,44.5609111111111,0.00013333333333333334,0.0,558.5910333333333
2021-07-29 13:32:51,56.28238341968915,13.325892857142858,31.589147286821703,384.79112271540464,3002.450980392157,1.5112994350282491,3.0859188544152745,23.927855711422847,8.582390953150242,,232.75806666666668,0.0,421.4081833333333,0.0,5.194166666666667,39.75813333333334,0.00013333333333333334,0.0,552.7313055555555
2021-07-29 13:32:56,56.28238341968915,13.325892857142858,31.589147286821703,838.921761998685,3002.450980392157,1.5112994350282491,3.0859188544152745,23.927855711422847,8.582390953150242,,234.57388333333333,0.0,422.73747777777777,0.0,5.2438,31.8668,0.00013333333333333334,0.0,546.8715777777778
2021-07-29 13:33:01,243.57142857142858,33.87931034482759,31.589147286821703,838.921761998685,3002.450980392157,1.5112994350282491,2.9721980886185926,23.927855711422847,8.582390953150242,,236.65969444444445,0.0,424.06677222222226,0.0,5.378800000000001,23.975466666666666,0.00013333333333333334,0.0,541.01185
2021-07-29 13:33:06,243.57142857142858,33.87931034482759,31.815652818991097,838.921761998685,395.15113350125944,0.4640902872777018,2.9721980886185926,27.524479804161565,10.532814614343708,,238.74550555555552,0.0,425.3960666666667,0.0,5.5138,16.084133333333334,0.00013333333333333334,0.0,542.6673611111111
2021-07-29 13:33:11,243.57142857142858,33.87931034482759,31.815652818991097,797.099589322382,395.15113350125944,0.4640902872777018,2.9721980886185926,27.524479804161565,10.532814614343708,,240.83131666666668,0.0,421.66075,0.0,5.6488000000000005,10.722755555555556,0.00013333333333333334,0.0,544.3228722222223
2021-07-29 13:33:16,98.0769230769231,19.340062111801238,31.815652818991097,797.099589322382,395.15113350125944,0.4640902872777018,3.1559251559251558,27.524479804161565,10.532814614343708,,239.8663,0.0,417.92543333333333,0.0,5.671133333333334,5.361377777777778,0.00013333333333333334,0.0,545.9783833333333
2021-07-29 13:33:21,98.0769230769231,19.340062111801238,22.009202453987733,797.099589322382,2037.417763157895,1.3888024883359256,3.1559251559251558,20.333956095282574,9.168853893263341,,238.90128333333334,0.0,414.19011666666665,0.0,5.693466666666667,0.0,0.00013333333333333334,0.0,560.0809722222223
2021-07-29 13:33:26,98.0769230769231,19.340062111801238,22.009202453987733,427.18687872763417,2037.417763157895,1.3888024883359256,3.1559251559251558,20.333956095282574,9.168853893263341,,237.93626666666668,0.0,412.83396666666664,0.0,5.715800000000001,0.0,0.00013333333333333334,0.0,574.1835611111111
2021-07-29 13:33:31,94.97537956851909,20.324772001542712,22.009202453987733,427.18687872763417,2037.417763157895,1.3888024883359256,3.071428571428571,20.333956095282574,9.168853893263341,,236.85203809862386,0.0,411.4778166666667,0.0,5.6248000000000005,0.0,0.00013333333333333334,0.0,588.28615
2021-07-29 13:33:36,94.97537956851909,20.324772001542712,20.70879590093937,427.18687872763417,3640.172101449275,1.37465564738292,3.071428571428571,20.57605421686747,9.002820306204674,,235.7678095305811,0.0,410.12166666666667,0.0,5.5338,0.0,0.00013333333333333334,0.0,565.0420833333334
2021-07-29 13:33:41,94.97537956851909,20.324772001542712,20.70879590093937,331.0939483707152,3640.172101449275,1.37465564738292,3.071428571428571,20.57605421686747,9.002820306204674,,234.6835809625383,0.0,411.4273611111111,0.0,5.442800000000001,0.0,0.00013333333333333334,0.0,541.7980166666666
2021-07-29 13:33:46,47.65094630679815,16.104192104983056,20.70879590093937,331.0939483707152,3640.172101449275,1.37465564738292,3.1490787269681744,20.57605421686747,9.002820306204674,,236.61318236198417,0.0,412.7330555555556,0.0,5.437833333333334,0.0,0.00013333333333333334,0.0,518.55395
2021-07-29 13:33:51,47.65094630679815,16.104192104983056,30.195552147239262,331.0939483707152,3282.1723730814642,1.1815519765739388,3.1490787269681744,23.547185430463575,12.150101419878299,,238.54278376143,0.0,414.03875,0.0,5.4328666666666665,0.0,0.00013333333333333334,0.0,527.3809388888889
2021-07-29 13:33:56,47.65094630679815,16.104192104983056,30.195552147239262,733.3695990052845,3282.1723730814642,1.1815519765739388,3.1490787269681744,23.547185430463575,12.150101419878299,,240.4723851608759,0.0,413.6177888888889,0.0,5.4279,0.0,0.00013333333333333334,0.0,536.2079277777777
2021-07-29 13:34:01,62.31508875739645,18.815165876777254,30.195552147239262,733.3695990052845,3282.1723730814642,1.1815519765739388,3.18452935694315,23.547185430463575,12.150101419878299,,240.3320573830981,0.0,413.19682777777774,0.0,5.410566666666667,0.0,0.00013333333333333334,0.0,545.0349166666666
2021-07-29 13:34:06,62.31508875739645,18.815165876777254,34.062786434463796,733.3695990052845,1038.9610389610389,1.1543026706231454,3.18452935694315,33.59756097560976,13.399243466299861,,240.19172960532035,0.0,412.7758666666667,0.0,5.393233333333334,0.0,0.00013333333333333334,0.0,548.7890833333333
2021-07-29 13:34:11,62.31508875739645,18.815165876777254,34.062786434463796,781.6507727721144,1038.9610389610389,1.1543026706231454,3.18452935694315,33.59756097560976,13.399243466299861,,240.05140182754255,0.0,416.3486333333333,0.0,5.375900000000001,0.0,0.00013333333333333334,0.0,552.54325
2021-07-29 13:34:16,58.80149812734081,16.884057971014492,34.062786434463796,781.6507727721144,1038.9610389610389,1.1543026706231454,3.1998199819981994,33.59756097560976,13.399243466299861,,239.52437960532032,0.0,419.9214,0.0,5.355566666666667,0.0,0.00013333333333333334,0.0,556.2974166666667
2021-07-29 13:34:21,58.80149812734081,16.884057971014492,30.215517241379313,781.6507727721144,2008.3333333333333,1.1414473684210522,3.1998199819981994,23.611867174741427,10.94289235825801,,238.9973573830981,0.0,423.4941666666667,0.0,5.335233333333334,0.0,0.00013333333333333334,0.0,547.7494
2021-07-29 13:34:26,58.80149812734081,16.884057971014492,30.215517241379313,445.50084889643466,2008.3333333333333,1.1414473684210522,3.1998199819981994,23.611867174741427,10.94289235825801,,238.47033516087586,0.0,423.1912944444445,0.0,5.314900000000001,0.005948810237952409,0.00013333333333333334,0.0,539.2013833333333
2021-07-29 13:34:31,48.0392156862745,12.108626198083071,30.215517241379313,445.50084889643466,2008.3333333333333,1.1414473684210522,2.9057676685621447,23.611867174741427,10.94289235825801,,239.97204150669646,0.0,422.88842222222223,0.0,5.407900000000001,0.011897620475904818,0.00013333333333333334,0.0,530.6533666666667
2021-07-29 13:34:36,48.0392156862745,12.108626198083071,31.231426448737,445.50084889643466,2171.1876832844573,0.4263888888888889,2.9057676685621447,21.122546673049307,7.005187549880287,,241.473747852517,0.0,422.58555,0.0,5.500900000000001,0.017846430713857227,0.00013333333333333334,0.0,544.0346499999999
2021-07-29 13:34:41,48.0392156862745,12.108626198083071,31.231426448737,690.0428265524625,2171.1876832844573,0.4263888888888889,2.9057676685621447,21.122546673049307,7.005187549880287,,242.9754541983376,0.0,422.9384034859695,0.0,5.5939000000000005,0.6948040444588285,0.00013333333333333334,0.0,557.4159333333333
2021-07-29 13:34:46,86.68478260869567,19.880952380952387,31.231426448737,690.0428265524625,2171.1876832844573,0.4263888888888889,2.874782608695652,21.122546673049307,7.005187549880287,,244.32466391000284,0.0,423.29125697193894,0.0,5.632233333333333,1.3717616582037995,0.00013333333333333334,0.0,570.7972166666667
2021-07-29 13:34:51,86.68478260869567,19.880952380952387,26.954633204633208,690.0428265524625,895.3313253012049,0.3931034482758621,2.874782608695652,27.162258756254467,8.527239150507848,,245.6738736216681,0.0,423.6441104579084,0.0,5.670566666666667,2.048719271948771,0.00013333333333333334,0.0,571.1546524184051
2021-07-29 13:34:56,86.68478260869567,19.880952380952387,26.954633204633208,739.5757132406729,895.3313253012049,0.3931034482758621,2.874782608695652,27.162258756254467,8.527239150507848,,247.02308333333335,0.0,423.90803185996657,0.0,5.7089,4.909697049726549,0.00013333333333333334,0.0,571.5120881701438
2021-07-29 13:35:01,192.50663129973475,24.132653061224488,26.954633204633208,739.5757132406729,895.3313253012049,0.3931034482758621,2.9527027027027026,27.162258756254467,8.527239150507848,,245.89139444444444,0.0,424.17195326202483,0.0,5.715566666666667,7.770674827504326,0.00013333333333333334,0.0,571.8695239218823
2021-07-29 13:35:06,192.50663129973475,24.132653061224488,31.576222038111023,739.5757132406729,522.0588235294118,0.4325,2.9527027027027026,24.350746268656714,7.913453299057411,,244.75970555555554,0.0,424.43587466408303,0.0,5.722233333333334,10.631652605282104,0.00013333333333333334,0.0,571.4898154324067
2021-07-29 13:35:11,192.50663129973475,24.132653061224488,31.576222038111023,771.6036977491963,522.0588235294118,0.4325,2.9527027027027026,24.350746268656714,7.913453299057411,,243.62801666666667,0.0,423.1862024418608,0.0,5.728899999999999,16.965408160837658,0.00013333333333333334,0.0,571.110106942931
2021-07-29 13:35:16,46.224709297695995,9.521002501970548,31.576222038111023,771.6036977491963,522.0588235294118,0.4325,2.8944494995450407,24.350746268656714,7.913453299057411,,243.9955555555555,0.0,421.93653021963854,0.0,5.740233333333333,23.299163716393213,0.00013333333333333334,0.0,570.7303984534553
2021-07-29 13:35:21,46.224709297695995,9.521002501970548,29.78159457167091,771.6036977491963,1520.9359605911332,0.41540697674418603,2.8944494995450407,22.52416073245168,7.185200327064596,,244.36309444444444,0.0,420.6868579974163,0.0,5.751566666666666,29.63291927194877,0.00013333333333333334,0.0,565.163265120122
2021-07-29 13:35:26,46.224709297695995,9.521002501970548,29.78159457167091,769.878324844369,1520.9359605911332,0.41540697674418603,2.8944494995450407,22.52416073245168,7.185200327064596,,244.73063333333334,0.0,424.33811910852745,0.0,5.762899999999999,39.245826017266374,0.00013333333333333334,0.0,559.5961317867885
2021-07-29 13:35:31,69.79846254100529,16.26747417093384,29.78159457167091,769.878324844369,1520.9359605911332,0.41540697674418603,2.8942229454841337,22.52416073245168,7.185200327064596,,243.43761666666663,0.0,427.9893802196386,0.0,5.7469,48.858732762583976,0.00013333333333333334,0.0,554.0289984534553
2021-07-29 13:35:36,69.79846254100529,16.26747417093384,29.459843638948115,769.878324844369,1415.686274509804,0.4104477611940298,2.8942229454841337,21.394230769230766,6.91566265060241,,242.1446,0.0,431.6406413307496,0.0,5.730900000000001,58.47163950790158,0.00013333333333333334,0.0,553.0923595645664
2021-07-29 13:35:41,69.79846254100529,16.26747417093384,29.459843638948115,731.8548387096776,1415.686274509804,0.4104477611940298,2.8942229454841337,21.394230769230766,6.91566265060241,,240.85158333333334,0.0,431.27281972313995,0.0,5.7149,60.79161522748995,0.00013333333333333334,0.0,552.1557206756775
2021-07-29 13:35:46,265.620687561624,53.98897875776519,29.459843638948115,731.8548387096776,1415.686274509804,0.4104477611940298,2.8088353413654614,21.394230769230766,6.91566265060241,,240.6610722222222,0.0,430.9049981155302,0.0,5.696899999999999,63.1115909470783,0.00013333333333333334,0.0,551.2190817867886
2021-07-29 13:35:51,265.620687561624,53.98897875776519,25.663816381638163,731.8548387096776,810.2766798418972,0.42239263803680976,2.8088353413654614,18.474157303370784,5.942323314378555,,240.4705611111111,0.0,430.53717650792055,0.0,5.6789,65.43156666666665,0.00013333333333333334,0.0,551.7080182572723
2021-07-29 13:35:56,265.620687561624,53.98897875776519,25.663816381638163,771.6678805535323,810.2766798418972,0.42239263803680976,2.8088353413654614,18.474157303370784,5.942323314378555,,240.28005,0.0,430.4630515933463,0.0,5.660900000000001,62.570588888888885,0.00013333333333333334,0.0,552.196954727756
2021-07-29 13:36:01,73.36106358903204,17.38827119101225,25.663816381638163,771.6678805535323,810.2766798418972,0.42239263803680976,2.8242530755711783,18.474157303370784,5.942323314378555,,242.99222222222224,0.0,430.3889266787719,0.0,5.688461111111111,59.70961111111111,0.00013333333333333334,0.0,552.6858911982396
2021-07-29 13:36:06,73.36106358903204,17.38827119101225,33.97626112759644,771.6678805535323,578.9473684210526,0.4281575898030128,2.8242530755711783,23.054853387259858,7.14486356340289,,245.70439444444446,0.0,430.3148017641976,0.0,5.716022222222222,56.84863333333333,0.00013333333333333334,0.0,558.3402068932013
2021-07-29 13:36:11,73.36106358903204,17.38827119101225,33.97626112759644,828.7430413126283,578.9473684210526,0.4281575898030128,2.8242530755711783,23.054853387259858,7.14486356340289,,248.41656666666665,0.0,433.28614620864204,0.0,5.7435833333333335,50.51487777777777,0.00013333333333333334,0.0,563.9945225881629
2021-07-29 13:36:16,63.928571428571416,21.042944785276063,33.97626112759644,828.7430413126283,578.9473684210526,0.4281575898030128,2.791461412151067,23.054853387259858,7.14486356340289,,248.62968888888892,0.0,436.2574906530865,0.0,5.736022222222222,44.18112222222222,0.00013333333333333334,0.0,569.6488382831245
